person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
23,42000,RENT,2.0,VENTURE,A,4000,5.79,0,0.1,N,4
22,39300,MORTGAGE,6.0,MEDICAL,B,7000,9.62,0,0.18,N,4
22,39300,MORTGAGE,5.0,EDUCATION,D,5325,14.59,0,0.14,Y,3
22,42000,RENT,0.0,VENTURE,C,4000,13.22,0,0.1,N,3
25,42500,RENT,0.0,MEDICAL,C,4000,12.99,0,0.09,N,3
22,42996,RENT,3.0,EDUCATION,C,4000,,0,0.09,N,4
22,39396,MORTGAGE,1.0,EDUCATION,A,5000,6.62,0,0.13,N,4
24,43000,RENT,8.0,VENTURE,B,4000,12.69,0,0.09,N,2
24,39456,OWN,8.0,PERSONAL,A,1325,6.62,0,0.03,N,2
23,39456,OWN,7.0,EDUCATION,A,14000,7.29,0,0.35,N,3
25,43000,RENT,9.0,MEDICAL,C,4000,12.99,0,0.09,N,4
26,39600,RENT,3.0,EDUCATION,A,4000,5.79,1,0.1,N,4
25,45600,RENT,2.0,MEDICAL,A,4000,6.54,0,0.09,N,3
23,39500,MORTGAGE,3.0,DEBTCONSOLIDATION,C,10000,14.22,0,0.25,Y,2
22,41000,RENT,7.0,PERSONAL,A,4000,7.51,1,0.1,N,3
23,47000,RENT,3.0,DEBTCONSOLIDATION,A,4000,,0,0.09,N,4
25,41000,RENT,1.0,PERSONAL,D,4000,14.84,1,0.1,Y,4
22,47004,RENT,2.0,PERSONAL,A,4000,,0,0.09,N,3
23,47004,RENT,3.0,EDUCATION,C,4000,12.53,0,0.09,Y,4
24,47088,RENT,8.0,DEBTCONSOLIDATION,A,4000,6.62,0,0.08,N,4
22,48000,RENT,6.0,EDUCATION,B,4000,9.91,0,0.08,N,3
22,48000,RENT,3.0,EDUCATION,A,4000,,0,0.08,N,4
21,39600,OWN,5.0,PERSONAL,A,3500,6.62,0,0.09,N,3
26,48000,RENT,3.0,VENTURE,A,4000,5.79,0,0.08,N,2
25,48000,RENT,0.0,VENTURE,A,4000,7.29,0,0.08,N,4
25,39600,MORTGAGE,5.0,HOMEIMPROVEMENT,B,4800,12.42,0,0.12,N,4
24,42000,RENT,8.0,HOMEIMPROVEMENT,B,4000,11.86,1,0.1,N,2
24,42000,RENT,2.0,HOMEIMPROVEMENT,C,4000,12.73,1,0.1,Y,3
25,39600,MORTGAGE,9.0,PERSONAL,B,5000,8.88,0,0.13,N,3
23,39600,MORTGAGE,7.0,MEDICAL,A,6000,7.88,0,0.15,N,3
23,39600,MORTGAGE,8.0,EDUCATION,A,8250,9.32,0,0.21,N,2
26,33660,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4500,5.99,1,0.13,N,2
24,44000,RENT,1.0,DEBTCONSOLIDATION,D,4000,17.58,1,0.09,N,2
24,50000,RENT,1.0,HOMEIMPROVEMENT,A,4000,5.42,0,0.08,N,2
26,39672,MORTGAGE,10.0,PERSONAL,D,11500,15.7,0,0.29,N,4
23,39689,OWN,1.0,VENTURE,C,13000,13.57,0,0.33,Y,2
23,39700,MORTGAGE,8.0,EDUCATION,A,8400,7.51,0,0.21,N,4
24,50000,RENT,6.0,PERSONAL,A,4000,7.66,0,0.08,N,4
24,50000,RENT,0.0,PERSONAL,A,4000,,0,0.08,N,4
25,50000,RENT,2.0,DEBTCONSOLIDATION,B,4000,10.37,0,0.08,N,2
23,50000,RENT,1.0,MEDICAL,A,4000,5.42,0,0.08,N,2
23,39800,MORTGAGE,5.0,MEDICAL,B,9750,10.99,0,0.24,N,3
24,39828,OWN,,MEDICAL,B,3000,8.88,0,0.08,N,4
21,39828,OWN,,PERSONAL,B,15000,10.99,0,0.38,N,3
25,50000,RENT,6.0,MEDICAL,A,4000,6.92,0,0.08,N,4
23,50000,RENT,3.0,EDUCATION,C,4000,12.61,0,0.08,Y,2
24,50000,RENT,1.0,VENTURE,A,4000,7.88,0,0.08,N,3
22,39875,MORTGAGE,5.0,VENTURE,B,10000,,0,0.25,N,3
23,50000,RENT,4.0,VENTURE,D,4000,14.96,0,0.08,N,3
22,50000,RENT,7.0,MEDICAL,A,4000,7.4,0,0.08,N,2
25,50000,RENT,3.0,EDUCATION,D,4000,14.61,0,0.08,N,2
22,50004,RENT,2.0,DEBTCONSOLIDATION,A,4000,6.92,0,0.08,N,2
24,50004,RENT,5.0,EDUCATION,A,4000,7.88,0,0.08,N,2
22,44582,RENT,6.0,HOMEIMPROVEMENT,A,4000,5.99,1,0.09,N,4
26,39990,MORTGAGE,3.0,HOMEIMPROVEMENT,C,2400,14.27,0,0.06,Y,2
21,50808,RENT,2.0,EDUCATION,A,4000,6.17,0,0.08,N,4
22,39996,MORTGAGE,7.0,MEDICAL,B,6000,12.42,0,0.15,N,4
24,39996,MORTGAGE,1.0,PERSONAL,B,3000,9.91,0,0.08,N,4
23,50952,RENT,0.0,EDUCATION,C,4000,11.54,0,0.08,Y,4
24,45000,RENT,0.0,DEBTCONSOLIDATION,D,4000,15.99,1,0.09,N,4
23,51600,RENT,6.0,PERSONAL,B,4000,9.91,0,0.08,N,3
24,39996,MORTGAGE,4.0,EDUCATION,C,5000,14.82,0,0.13,Y,3
23,45630,RENT,0.0,DEBTCONSOLIDATION,E,4000,19.29,1,0.09,Y,3
23,51996,RENT,7.0,DEBTCONSOLIDATION,C,4000,13.98,0,0.08,Y,2
24,52000,RENT,3.0,DEBTCONSOLIDATION,B,4000,10.37,0,0.08,N,3
23,39996,OWN,1.0,MEDICAL,B,11000,9.63,0,0.28,N,3
24,52000,RENT,3.0,MEDICAL,B,4000,9.88,0,0.08,N,2
25,46392,RENT,9.0,DEBTCONSOLIDATION,D,4000,16.32,1,0.09,Y,3
26,52800,RENT,1.0,PERSONAL,A,4000,,0,0.08,N,3
22,53285,RENT,0.0,EDUCATION,A,4000,7.9,0,0.08,N,4
24,53636,RENT,8.0,EDUCATION,B,4000,10.62,0,0.07,N,2
23,48000,RENT,8.0,PERSONAL,B,4000,10.37,1,0.08,N,3
25,54000,RENT,2.0,EDUCATION,B,4000,11.89,0,0.07,N,2
26,54996,RENT,0.0,PERSONAL,A,4000,7.51,0,0.07,N,4
22,39996,OWN,5.0,EDUCATION,C,3500,,0,0.09,N,2
23,55000,RENT,8.0,MEDICAL,B,4000,10.99,0,0.07,N,2
26,55000,RENT,0.0,EDUCATION,A,4000,6.92,0,0.07,N,4
21,55000,RENT,5.0,DEBTCONSOLIDATION,C,4000,13.35,0,0.07,Y,2
23,55000,RENT,5.0,PERSONAL,B,4000,11.86,0,0.07,N,4
23,55000,RENT,4.0,MEDICAL,B,4000,12.53,0,0.07,N,2
24,55000,RENT,0.0,EDUCATION,B,4000,11.26,0,0.07,N,4
23,56000,RENT,7.0,VENTURE,C,4000,15.23,0,0.07,Y,4
23,39996,MORTGAGE,5.0,EDUCATION,A,10000,7.51,0,0.25,N,3
21,57000,RENT,6.0,EDUCATION,A,4000,7.49,0,0.07,N,4
21,39996,MORTGAGE,5.0,PERSONAL,B,8000,10.25,0,0.2,N,4
22,57000,RENT,6.0,VENTURE,B,4000,,0,0.07,N,2
23,57500,RENT,1.0,VENTURE,B,4000,8.88,0,0.07,N,2
23,39996,MORTGAGE,3.0,EDUCATION,A,3600,7.51,0,0.09,N,4
21,39996,MORTGAGE,6.0,EDUCATION,C,13000,13.48,0,0.33,N,2
23,57600,RENT,1.0,DEBTCONSOLIDATION,A,4000,7.75,0,0.07,N,2
26,39996,OWN,10.0,VENTURE,C,7000,13.57,0,0.18,Y,3
23,58000,RENT,1.0,VENTURE,B,4000,10.74,0,0.07,N,2
22,58000,RENT,5.0,EDUCATION,B,4000,10.0,0,0.07,N,4
23,58320,RENT,4.0,MEDICAL,B,4000,10.37,0,0.07,N,2
22,39996,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,8.0,0,0.15,N,3
26,52800,RENT,4.0,PERSONAL,B,4000,9.99,1,0.08,N,3
25,39996,MORTGAGE,7.0,VENTURE,B,3200,,0,0.08,N,4
22,60000,RENT,6.0,EDUCATION,A,4000,7.51,0,0.07,N,3
23,60000,RENT,7.0,EDUCATION,D,4000,15.33,0,0.07,Y,2
23,60000,RENT,1.0,EDUCATION,B,4000,11.83,0,0.07,N,3
26,54000,RENT,0.0,MEDICAL,C,4000,13.47,1,0.07,N,2
22,60000,RENT,6.0,PERSONAL,B,4000,12.21,0,0.07,N,3
24,39996,MORTGAGE,8.0,DEBTCONSOLIDATION,C,7500,12.22,0,0.19,N,4
26,62000,RENT,1.0,EDUCATION,C,4000,13.06,0,0.06,Y,2
26,39996,MORTGAGE,10.0,VENTURE,A,6500,8.32,0,0.16,N,3
23,62000,RENT,3.0,PERSONAL,C,4000,10.59,0,0.06,Y,3
24,56400,RENT,0.0,EDUCATION,E,4000,14.75,1,0.07,Y,2
25,62500,RENT,9.0,EDUCATION,A,4000,8.9,0,0.06,N,3
25,62500,RENT,6.0,DEBTCONSOLIDATION,B,4000,10.37,0,0.06,N,3
21,63000,RENT,0.0,EDUCATION,B,4000,11.49,0,0.06,N,3
22,63000,RENT,5.0,EDUCATION,B,4000,,0,0.06,N,4
23,63500,RENT,0.0,EDUCATION,C,4000,,0,0.06,N,4
22,40000,MORTGAGE,6.0,PERSONAL,B,14400,12.69,0,0.36,N,3
22,40000,MORTGAGE,6.0,MEDICAL,A,9875,7.9,0,0.25,N,4
24,65000,RENT,0.0,DEBTCONSOLIDATION,A,4000,7.51,0,0.06,N,3
25,65000,RENT,3.0,PERSONAL,A,4000,6.62,0,0.06,N,2
26,40000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,12000,13.49,0,0.3,N,2
24,65000,RENT,1.0,MEDICAL,A,4000,5.42,0,0.06,N,2
23,65000,RENT,1.0,PERSONAL,A,4000,7.49,0,0.06,N,4
25,65499,RENT,9.0,VENTURE,C,4000,12.23,0,0.06,N,4
23,40000,MORTGAGE,5.0,EDUCATION,B,18000,9.91,0,0.45,N,2
23,61000,RENT,2.0,DEBTCONSOLIDATION,D,4000,16.0,1,0.07,Y,4
24,67200,RENT,5.0,HOMEIMPROVEMENT,D,4000,,0,0.06,Y,2
23,67450,RENT,8.0,EDUCATION,A,4000,6.76,0,0.06,N,3
22,40000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,12000,13.49,0,0.3,N,2
25,68000,RENT,0.0,VENTURE,A,4000,6.76,0,0.06,N,2
22,63000,RENT,6.0,HOMEIMPROVEMENT,B,4000,11.12,1,0.06,N,2
23,69360,RENT,5.0,DEBTCONSOLIDATION,A,4000,7.74,0,0.06,N,3
23,63996,RENT,2.0,HOMEIMPROVEMENT,D,4000,,1,0.06,Y,2
21,70000,RENT,5.0,EDUCATION,A,4000,7.9,0,0.06,N,2
26,70000,RENT,4.0,DEBTCONSOLIDATION,A,4000,5.99,0,0.06,N,4
24,70000,RENT,8.0,VENTURE,C,4000,13.49,0,0.06,Y,4
23,40000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,6000,10.65,0,0.15,N,4
26,70000,RENT,4.0,VENTURE,C,4000,13.06,0,0.06,Y,4
26,70000,RENT,5.0,PERSONAL,C,4000,13.85,0,0.06,N,4
23,34000,MORTGAGE,3.0,VENTURE,C,12000,14.27,1,0.35,N,4
25,40000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,7100,,0,0.18,N,2
24,72000,RENT,4.0,DEBTCONSOLIDATION,A,4000,7.88,0,0.06,N,3
25,75000,RENT,4.0,PERSONAL,B,4000,11.49,0,0.05,N,2
22,40000,MORTGAGE,6.0,MEDICAL,A,5000,6.03,0,0.13,N,2
22,34000,MORTGAGE,6.0,MEDICAL,B,4500,11.71,1,0.13,N,2
25,40000,MORTGAGE,7.0,EDUCATION,A,2100,6.03,0,0.05,N,2
23,40000,MORTGAGE,7.0,VENTURE,A,5000,6.62,0,0.13,N,4
24,40000,MORTGAGE,1.0,MEDICAL,B,7500,12.42,0,0.19,N,4
23,40000,MORTGAGE,4.0,PERSONAL,B,6000,,0,0.15,N,2
22,77250,RENT,3.0,PERSONAL,B,4000,11.71,0,0.05,N,3
22,78972,RENT,5.0,MEDICAL,C,4000,,0,0.05,Y,2
24,40000,MORTGAGE,6.0,EDUCATION,B,5400,12.42,0,0.14,N,3
25,80000,RENT,2.0,DEBTCONSOLIDATION,B,4000,10.59,0,0.05,N,3
22,40000,MORTGAGE,2.0,EDUCATION,A,10000,6.03,0,0.25,N,3
23,80000,RENT,3.0,EDUCATION,D,4000,14.46,0,0.05,Y,4
22,80000,RENT,6.0,EDUCATION,B,4000,11.12,0,0.05,N,4
22,40000,MORTGAGE,3.0,MEDICAL,B,6700,10.65,0,0.17,N,4
24,81996,RENT,1.0,DEBTCONSOLIDATION,C,4000,12.53,0,0.05,N,4
26,82000,RENT,2.0,EDUCATION,C,4000,13.48,0,0.05,N,2
26,34000,MORTGAGE,5.0,EDUCATION,B,5500,10.65,1,0.16,N,3
23,92000,RENT,2.0,EDUCATION,A,4000,5.42,0,0.04,N,2
24,93000,RENT,8.0,MEDICAL,A,4000,5.42,0,0.04,N,2
24,95000,RENT,0.0,EDUCATION,A,4000,7.9,0,0.04,N,4
23,95000,RENT,7.0,EDUCATION,B,4000,11.49,0,0.04,N,3
23,40000,OWN,1.0,VENTURE,B,15000,12.42,0,0.38,N,4
24,40000,MORTGAGE,3.0,EDUCATION,B,6400,9.91,0,0.16,N,4
26,98000,RENT,3.0,VENTURE,A,4000,9.32,0,0.04,N,2
22,40000,MORTGAGE,6.0,MEDICAL,A,7500,7.51,0,0.19,N,3
23,88000,RENT,4.0,HOMEIMPROVEMENT,A,4000,7.14,1,0.05,N,4
24,40000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4500,6.62,0,0.11,N,3
22,40000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2000,7.9,0,0.05,N,2
21,40000,OWN,0.0,EDUCATION,C,2500,14.27,0,0.06,N,2
26,34000,MORTGAGE,3.0,MEDICAL,D,4000,17.58,1,0.12,N,3
26,130000,RENT,0.0,EDUCATION,B,4000,10.99,0,0.03,N,3
24,118068,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.51,1,0.03,N,3
26,131000,RENT,10.0,HOMEIMPROVEMENT,C,4000,12.84,0,0.03,Y,3
21,40000,MORTGAGE,5.0,PERSONAL,A,5000,6.62,0,0.13,N,2
26,158000,RENT,0.0,HOMEIMPROVEMENT,D,4000,14.84,1,0.03,N,3
24,15000,RENT,8.0,DEBTCONSOLIDATION,C,4200,13.11,1,0.28,Y,2
24,16000,RENT,2.0,DEBTCONSOLIDATION,D,4200,,1,0.26,N,4
21,19000,RENT,2.0,HOMEIMPROVEMENT,C,4200,,1,0.22,Y,2
23,21000,RENT,3.0,EDUCATION,A,4200,,0,0.2,N,3
24,40000,MORTGAGE,6.0,VENTURE,B,10000,9.91,0,0.25,N,3
23,21600,RENT,0.0,PERSONAL,C,4200,15.23,0,0.19,N,4
22,22560,RENT,3.0,PERSONAL,D,4200,15.2,1,0.19,Y,4
23,40000,MORTGAGE,7.0,MEDICAL,A,4000,7.51,0,0.1,N,2
23,23520,RENT,8.0,MEDICAL,A,4200,,0,0.18,N,3
25,24996,RENT,1.0,PERSONAL,C,4200,14.26,0,0.17,Y,2
24,26000,RENT,0.0,PERSONAL,E,4200,16.0,1,0.16,N,2
22,28080,RENT,,MEDICAL,B,4200,9.91,1,0.15,N,4
25,40000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8000,,0,0.2,N,4
26,29000,RENT,10.0,DEBTCONSOLIDATION,B,4200,,0,0.14,N,3
26,30000,RENT,3.0,PERSONAL,B,4200,9.91,0,0.14,N,4
26,30000,RENT,1.0,EDUCATION,D,4200,16.49,1,0.14,N,3
25,30000,RENT,3.0,MEDICAL,D,4200,15.99,0,0.14,N,3
25,12000,RENT,3.0,DEBTCONSOLIDATION,C,4350,12.98,1,0.36,Y,4
23,40000,OWN,,VENTURE,A,2000,,0,0.05,N,4
22,22000,RENT,6.0,MEDICAL,C,4350,11.54,0,0.2,N,3
23,40000,OWN,,VENTURE,A,7500,5.42,0,0.19,N,2
22,30000,RENT,,EDUCATION,A,4350,6.03,0,0.14,N,4
23,40000,OWN,7.0,MEDICAL,A,5000,8.49,0,0.13,N,4
23,40000,MORTGAGE,3.0,VENTURE,B,4000,9.99,0,0.1,N,4
26,40000,MORTGAGE,3.0,MEDICAL,A,2200,8.49,0,0.06,N,3
25,40000,MORTGAGE,0.0,MEDICAL,A,3600,7.49,0,0.09,N,3
24,14400,RENT,0.0,DEBTCONSOLIDATION,B,4375,,1,0.3,N,2
23,40000,MORTGAGE,7.0,PERSONAL,B,4000,10.99,0,0.1,N,4
26,40000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,6000,11.99,0,0.15,N,2
26,15000,RENT,0.0,DEBTCONSOLIDATION,B,4375,12.69,1,0.29,N,4
24,16800,RENT,,DEBTCONSOLIDATION,B,4375,9.99,1,0.26,N,2
24,22044,RENT,3.0,HOMEIMPROVEMENT,E,4375,16.4,1,0.2,Y,3
26,24480,RENT,0.0,MEDICAL,A,4375,5.79,0,0.18,N,4
23,50000,RENT,5.0,DEBTCONSOLIDATION,A,4375,8.49,0,0.09,N,2
22,14400,RENT,0.0,HOMEIMPROVEMENT,E,4400,19.91,1,0.31,N,4
22,19200,RENT,6.0,PERSONAL,B,4400,11.49,1,0.23,N,2
21,20000,RENT,3.0,PERSONAL,A,4400,6.91,0,0.22,N,4
24,25000,RENT,0.0,DEBTCONSOLIDATION,A,4400,6.76,0,0.18,N,3
21,40000,MORTGAGE,5.0,EDUCATION,C,2000,12.99,0,0.05,Y,4
22,32496,RENT,5.0,PERSONAL,A,4400,8.49,0,0.14,N,4
23,40000,MORTGAGE,3.0,MEDICAL,A,5000,5.42,0,0.13,N,3
23,40000,MORTGAGE,7.0,EDUCATION,C,6000,14.79,0,0.15,N,2
26,40000,MORTGAGE,5.0,EDUCATION,A,7200,7.49,0,0.18,N,2
22,34000,MORTGAGE,6.0,VENTURE,D,15000,15.99,1,0.44,Y,2
23,38000,RENT,5.0,VENTURE,B,4400,11.71,0,0.12,N,2
23,43000,RENT,7.0,MEDICAL,B,4400,11.99,1,0.1,N,4
22,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,12.99,0,0.13,Y,2
24,49000,RENT,8.0,DEBTCONSOLIDATION,D,4400,16.77,1,0.09,Y,3
22,60000,RENT,0.0,EDUCATION,C,4400,15.23,0,0.07,Y,3
24,72000,RENT,6.0,PERSONAL,A,4400,,0,0.06,N,4
24,80000,RENT,7.0,EDUCATION,E,4400,19.03,0,0.06,Y,2
23,40000,MORTGAGE,7.0,VENTURE,B,13000,9.99,0,0.33,N,3
26,95459,RENT,10.0,DEBTCONSOLIDATION,C,4400,13.8,0,0.05,N,4
24,33600,RENT,5.0,PERSONAL,B,4450,11.49,0,0.13,N,4
24,42200,RENT,5.0,DEBTCONSOLIDATION,A,4450,9.32,0,0.11,N,4
22,40000,MORTGAGE,5.0,PERSONAL,A,5400,7.42,0,0.14,N,2
22,40000,MORTGAGE,7.0,EDUCATION,A,14000,7.49,0,0.35,N,3
22,14400,RENT,0.0,EDUCATION,A,4500,7.88,1,0.31,N,4
25,40000,MORTGAGE,2.0,PERSONAL,B,4500,10.99,0,0.11,N,3
25,40000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,3500,13.49,0,0.09,N,3
24,40000,MORTGAGE,3.0,VENTURE,B,3200,10.99,0,0.08,N,2
23,15600,RENT,1.0,VENTURE,A,4500,5.99,1,0.29,N,4
25,15600,RENT,3.0,PERSONAL,A,4500,7.51,1,0.29,N,3
22,40000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7500,11.49,0,0.19,N,3
24,40000,OWN,6.0,EDUCATION,A,2800,8.49,0,0.07,N,4
25,17600,RENT,,PERSONAL,C,4500,13.99,1,0.26,N,2
25,40000,OWN,0.0,MEDICAL,A,11000,8.49,0,0.28,N,2
23,18000,RENT,,VENTURE,A,4500,7.49,1,0.25,N,4
24,40000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,15000,7.49,0,0.38,N,2
24,40000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,3000,11.99,0,0.07,N,4
23,40000,MORTGAGE,6.0,MEDICAL,B,13200,,0,0.33,N,4
23,40000,MORTGAGE,2.0,MEDICAL,B,2000,10.99,0,0.05,N,4
21,18000,RENT,2.0,PERSONAL,B,4500,10.38,1,0.25,N,2
24,40000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,2500,9.99,0,0.06,N,2
23,18000,RENT,0.0,DEBTCONSOLIDATION,B,4500,12.21,1,0.25,N,3
24,18200,RENT,8.0,EDUCATION,A,4500,8.94,1,0.25,N,2
24,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.25,N,4
25,18204,RENT,0.0,EDUCATION,C,4500,13.61,1,0.25,N,2
26,40000,OWN,0.0,MEDICAL,B,4300,10.74,0,0.11,N,2
21,20000,RENT,5.0,PERSONAL,C,4500,13.49,0,0.23,N,2
24,40000,MORTGAGE,9.0,MEDICAL,B,2125,11.11,0,0.05,N,4
21,20004,RENT,4.0,MEDICAL,A,4500,8.0,0,0.22,N,2
21,20400,RENT,2.0,PERSONAL,B,4500,10.99,0,0.22,N,2
25,21000,RENT,0.0,DEBTCONSOLIDATION,B,4500,9.62,0,0.21,N,4
25,21000,RENT,2.0,EDUCATION,E,4500,16.45,1,0.21,Y,4
22,40000,MORTGAGE,7.0,PERSONAL,A,10850,7.66,0,0.27,N,4
23,21600,RENT,1.0,EDUCATION,D,4500,15.65,1,0.21,N,2
23,23421,RENT,3.0,MEDICAL,E,4500,17.99,1,0.19,Y,3
23,34000,MORTGAGE,0.0,EDUCATION,C,4000,14.17,1,0.12,N,2
23,40000,MORTGAGE,6.0,PERSONAL,B,7200,11.11,0,0.18,N,2
21,23916,RENT,2.0,EDUCATION,B,4500,9.62,0,0.19,N,4
26,24000,RENT,10.0,MEDICAL,B,4500,12.42,0,0.19,N,4
24,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,5000,11.11,0,0.13,N,2
26,24000,RENT,5.0,VENTURE,A,4500,5.79,0,0.19,N,3
22,24000,RENT,0.0,EDUCATION,B,4500,11.49,0,0.19,N,2
25,40000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,4000,7.29,0,0.1,N,2
22,24500,RENT,3.0,DEBTCONSOLIDATION,A,4500,8.94,0,0.18,N,2
23,25596,RENT,2.0,MEDICAL,B,4500,9.99,0,0.18,N,4
23,26000,RENT,3.0,MEDICAL,A,4500,8.49,1,0.17,N,2
25,30996,RENT,9.0,VENTURE,A,4500,6.92,0,0.15,N,3
24,32000,RENT,,MEDICAL,A,4500,7.29,0,0.14,N,4
23,32400,RENT,4.0,EDUCATION,A,4500,7.49,0,0.14,N,4
22,40000,MORTGAGE,1.0,EDUCATION,A,4800,5.42,0,0.12,N,2
22,33000,RENT,2.0,PERSONAL,A,4500,7.88,0,0.14,N,3
23,33000,RENT,1.0,DEBTCONSOLIDATION,D,4500,15.05,1,0.14,N,4
21,40000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,8000,6.92,0,0.2,N,4
22,35000,RENT,2.0,VENTURE,C,4500,14.27,0,0.13,Y,2
23,35000,RENT,5.0,PERSONAL,B,4500,10.59,0,0.13,N,2
24,35000,RENT,1.0,MEDICAL,C,4500,12.87,0,0.13,Y,3
22,40000,MORTGAGE,5.0,MEDICAL,B,8000,10.74,0,0.2,N,3
23,40000,MORTGAGE,7.0,VENTURE,B,14000,,0,0.35,N,3
21,36000,RENT,0.0,EDUCATION,A,4500,6.62,0,0.13,N,2
26,40000,MORTGAGE,5.0,MEDICAL,A,16000,,0,0.4,N,3
26,34000,MORTGAGE,4.0,PERSONAL,A,12250,6.91,1,0.36,N,4
22,36000,RENT,5.0,EDUCATION,A,4500,6.17,0,0.13,N,3
24,36000,RENT,5.0,VENTURE,A,4500,7.14,0,0.13,N,4
22,40000,OWN,5.0,MEDICAL,B,6000,9.25,0,0.15,N,3
22,37342,RENT,3.0,VENTURE,C,4500,11.03,0,0.12,Y,2
23,40000,MORTGAGE,2.0,MEDICAL,B,7000,8.88,0,0.17,N,3
24,37500,RENT,0.0,PERSONAL,A,4500,5.42,0,0.12,N,4
24,40000,OWN,0.0,PERSONAL,A,6900,6.91,0,0.17,N,3
22,32000,RENT,5.0,MEDICAL,A,4500,9.63,1,0.14,N,2
24,38000,RENT,8.0,MEDICAL,B,4500,10.83,0,0.12,N,2
23,38004,RENT,2.0,EDUCATION,A,4500,7.88,0,0.12,N,2
24,34000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,7000,14.09,1,0.21,N,2
24,39000,RENT,2.0,VENTURE,B,4500,10.99,0,0.12,N,4
22,39996,RENT,2.0,EDUCATION,C,4500,13.43,0,0.11,N,4
22,40000,RENT,6.0,EDUCATION,A,4500,7.66,0,0.11,N,3
26,40000,RENT,0.0,MEDICAL,A,4500,7.74,0,0.11,N,2
25,40000,OWN,3.0,EDUCATION,D,12000,14.83,0,0.3,N,4
24,40000,RENT,8.0,MEDICAL,C,4500,12.84,0,0.11,N,3
22,40000,MORTGAGE,6.0,VENTURE,B,4000,10.36,0,0.1,N,4
24,34068,RENT,2.0,EDUCATION,D,4500,14.84,1,0.13,N,3
23,41000,RENT,6.0,PERSONAL,C,4500,12.99,0,0.11,N,4
25,40000,MORTGAGE,6.0,MEDICAL,C,5000,12.61,0,0.13,Y,4
21,36000,RENT,1.0,VENTURE,D,4500,17.27,1,0.13,N,2
24,40000,MORTGAGE,4.0,MEDICAL,B,3500,8.88,0,0.09,N,2
26,40000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,5300,5.42,0,0.13,N,2
21,42000,RENT,4.0,DEBTCONSOLIDATION,A,4500,6.03,0,0.11,N,4
22,42000,RENT,2.0,DEBTCONSOLIDATION,B,4500,11.49,0,0.11,N,4
21,40000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,5.79,0,0.15,N,3
26,42000,RENT,3.0,PERSONAL,A,4500,7.66,0,0.11,N,2
25,43500,RENT,0.0,MEDICAL,A,4500,6.76,0,0.1,N,2
25,43738,RENT,0.0,DEBTCONSOLIDATION,A,4500,5.99,0,0.1,N,3
26,44004,RENT,2.0,MEDICAL,A,4500,7.74,0,0.1,N,3
23,45000,RENT,0.0,VENTURE,B,4500,9.25,0,0.1,N,4
21,41000,RENT,2.0,DEBTCONSOLIDATION,C,4500,13.49,1,0.11,N,3
22,40000,MORTGAGE,6.0,PERSONAL,A,4800,,0,0.12,N,2
26,48000,RENT,10.0,DEBTCONSOLIDATION,B,4500,11.11,0,0.09,N,4
23,48500,RENT,0.0,DEBTCONSOLIDATION,B,4500,12.21,0,0.09,N,4
22,44000,RENT,,PERSONAL,D,4500,14.46,1,0.1,Y,2
22,44000,RENT,3.0,PERSONAL,A,4500,5.79,1,0.1,N,3
21,40000,MORTGAGE,3.0,MEDICAL,A,2500,6.76,0,0.06,N,4
24,40000,OWN,6.0,VENTURE,A,1000,6.76,0,0.03,N,3
23,52800,RENT,3.0,EDUCATION,A,4500,6.76,0,0.09,N,4
24,54100,RENT,5.0,PERSONAL,A,4500,7.14,0,0.08,N,4
26,40000,OWN,0.0,HOMEIMPROVEMENT,B,10000,11.86,0,0.25,N,4
22,48300,RENT,0.0,HOMEIMPROVEMENT,B,4500,9.76,1,0.09,N,2
22,34000,MORTGAGE,4.0,PERSONAL,D,7750,15.21,1,0.23,N,2
26,54396,RENT,10.0,MEDICAL,C,4500,,0,0.08,N,3
